A MONUMENT TO ADAM,Mark Twain,United States,,manual/processed/a-monument-to-adam-by-mark-twain-0006-0020.txt
A HUMANE WORD FROM SATAN,Mark Twain,United States,,manual/processed/a-humane-word-from-satan-by-mark-twain-0006-0021.txt
ADVICE TO LITTLE GIRLS,Mark Twain,United States,,manual/processed/advice-to-little-girls-by-mark-twain-0006-0022.txt
POST-MORTEM POETRY (1),Mark Twain,United States,,manual/processed/post-mortem-poetry-1-by-mark-twain-0006-0023.txt
THE DANGER OF LYING IN BED,Mark Twain,United States,,manual/processed/the-danger-of-lying-in-bed-by-mark-twain-0006-0024.txt
PORTRAIT OF KING WILLIAM III,Mark Twain,United States,,manual/processed/portrait-of-king-william-iii-by-mark-twain-0006-0025.txt
DOES THE RACE OF MAN LOVE A LORD?,Mark Twain,United States,,manual/processed/does-the-race-of-man-love-a-lord-by-mark-twain-0006-0026.txt
EXTRACTS FROM ADAM'S DIARY,Mark Twain,United States,,manual/processed/extracts-from-adam-s-diary-by-mark-twain-0006-0027.txt
EVE'S DIARY,Mark Twain,United States,,manual/processed/eve-s-diary-by-mark-twain-0006-0028.txt
EXTRACT FROM ADAM'S DIARY,Mark Twain,United States,,manual/processed/extract-from-adam-s-diary-by-mark-twain-0006-0029.txt
The Open Boat,Stephen Crane,United States,,manual/processed/the-open-boat-by-stephen-crane-0007-0000.txt
A Man and Some Others,Stephen Crane,United States,,manual/processed/a-man-and-some-others-by-stephen-crane-0007-0001.txt
The Bride comes to Yellow Sky,Stephen Crane,United States,,manual/processed/the-bride-comes-to-yellow-sky-by-stephen-crane-0007-0002.txt
The Wise Men,Stephen Crane,United States,,manual/processed/the-wise-men-by-stephen-crane-0007-0003.txt
The Five White Mice,Stephen Crane,United States,,manual/processed/the-five-white-mice-by-stephen-crane-0007-0004.txt
Flanagan and His Short,Stephen Crane,United States,,manual/processed/flanagan-and-his-short-by-stephen-crane-0007-0005.txt
Horses,Stephen Crane,United States,,manual/processed/horses-by-stephen-crane-0007-0006.txt
Death and the Child,Stephen Crane,United States,,manual/processed/death-and-the-child-by-stephen-crane-0007-0007.txt
An Experiment in Misery,Stephen Crane,United States,,manual/processed/an-experiment-in-misery-by-stephen-crane-0007-0008.txt
The Men in the Storm,Stephen Crane,United States,,manual/processed/the-men-in-the-storm-by-stephen-crane-0007-0009.txt
The Dual that was not Fought,Stephen Crane,United States,,manual/processed/the-dual-that-was-not-fought-by-stephen-crane-0007-0010.txt
