Crankidoxology,Wallace Irwin,United States,,bookshelf/processed/crankidoxology-by-wallace-irwin.txt
"My Honey, My Love",Joel Chandler Harris,United States,,bookshelf/processed/my-honey-my-love-by-joel-chandler-harris.txt
"Grand Opera, The",Billy Baxter,United States,,bookshelf/processed/grand-opera-the-by-billy-baxter.txt
In a State of Sin,Owen Wister,United States,,bookshelf/processed/in-a-state-of-sin-by-owen-wister.txt
"April Aria, An",R.K. Munkittrick,United States,,bookshelf/processed/april-aria-an-by-r-k-munkittrick.txt
Meditations of a Mariner,Wallace Irwin,United States,,bookshelf/processed/meditations-of-a-mariner-by-wallace-irwin.txt
Victory,Tom Masson,United States,,bookshelf/processed/victory-by-tom-masson.txt
"Family Horse, The",Frederick A. Cozzens,United States,,bookshelf/processed/family-horse-the-by-frederick-a-cozzens.txt
Sonnet of the Lovable Lass and the Plethoric Dad,J.W. Foley,United States,,bookshelf/processed/sonnet-of-the-lovable-lass-and-the-plethoric-dad-by-j-w-foley.txt
"Love Sonnets of a Husband, The",Maurice Smiley,United States,,bookshelf/processed/love-sonnets-of-a-husband-the-by-maurice-smiley.txt
How We Bought a Sewin' Machine and Organ,Josiah Allen's Wife,United States,,bookshelf/processed/how-we-bought-a-sewin-machine-and-organ-by-josiah-allen-s-wife.txt
Cheer for the Consumer,Nixon Waterman,United States,,bookshelf/processed/cheer-for-the-consumer-by-nixon-waterman.txt
"Desperate Race, A",J.F. Kelley,United States,,bookshelf/processed/desperate-race-a-by-j-f-kelley.txt
"""As Good as a Play""",Horace E. Scudder,United States,,bookshelf/processed/as-good-as-a-play-by-horace-e-scudder.txt
"Autocrat of the Breakfast Table, The",Oliver Wendell Holmes,United States,,bookshelf/processed/autocrat-of-the-breakfast-table-the-by-oliver-wendell-holmes.txt
Cæsar's Quiet Lunch with Cicero,James T. Fields,United States,,bookshelf/processed/caesar-s-quiet-lunch-with-cicero-by-james-t-fields.txt
Comin' Home Thanksgivin',James Ball Naylor,United States,,bookshelf/processed/comin-home-thanksgivin-by-james-ball-naylor.txt
Praise-God Barebones,Ellen Mackay Hutchinson Cortissoz,United States,,bookshelf/processed/praise-god-barebones-by-ellen-mackay-hutchinson-cortissoz.txt
"Loafer and the Squire, The",Porte Crayon,United States,,bookshelf/processed/loafer-and-the-squire-the-by-porte-crayon.txt
De Stove Pipe Hole,William Henry Drummond,United States,,bookshelf/processed/de-stove-pipe-hole-by-william-henry-drummond.txt
First Love,Emilia condesa de Pardo Bazán,Europe,Spain,bookshelf/processed/first-love-by-emilia-condesa-de-pardo-bazan.txt
An Andalusian Duel,Serafín Estébanez Calderón,Europe,Spain,bookshelf/processed/an-andalusian-duel-by-serafin-estebanez-calderon.txt
Mariquita the Bald,Juan Eugenio Hartzenbusch,Europe,Spain,bookshelf/processed/mariquita-the-bald-by-juan-eugenio-hartzenbusch.txt
The Love of Clotilde,Armando Palacio Valdés,Europe,Spain,bookshelf/processed/the-love-of-clotilde-by-armando-palacio-valdes.txt
The Mystery of Sasassa Valley,Sir Arthur Conan Doyle,Africa,,bookshelf/processed/the-mystery-of-sasassa-valley-by-sir-arthur-conan-doyle.txt
Long Odds,H. Rider (Henry Rider) Haggard,Africa,,bookshelf/processed/long-odds-by-h-rider-henry-rider-haggard.txt
Ghamba,W. C. (William Charles) Scully,Africa,,bookshelf/processed/ghamba-by-w-c-william-charles-scully.txt
Mary Musgrave,Anonymous,Africa,,bookshelf/processed/mary-musgrave-by-anonymous.txt
By the Waters of Paradise,F. Marion (Francis Marion) Crawford,United States,,bookshelf/processed/by-the-waters-of-paradise-by-f-marion-francis-marion-crawford.txt
The Shadows on the Wall,Mary Eleanor Wilkins Freeman,United States,,bookshelf/processed/the-shadows-on-the-wall-by-mary-eleanor-wilkins-freeman.txt
The Corpus Delicti,Melville Davisson Post,United States,,bookshelf/processed/the-corpus-delicti-by-melville-davisson-post.txt
An Heiress from Redhorse,Ambrose Bierce,United States,,bookshelf/processed/an-heiress-from-redhorse-by-ambrose-bierce.txt
The Man and the Snake,Ambrose Bierce,United States,,bookshelf/processed/the-man-and-the-snake-by-ambrose-bierce.txt
The Oblong Box,Edgar Allan Poe,United States,,bookshelf/processed/the-oblong-box-by-edgar-allan-poe.txt
The Gold-Bug,Edgar Allan Poe,United States,,bookshelf/processed/the-gold-bug-by-edgar-allan-poe.txt
"Wolfert Webber, or Golden Dreams",Washington Irving,United States,,bookshelf/processed/wolfert-webber-or-golden-dreams-by-washington-irving.txt
Adventure of the Black Fisherman,Washington Irving,United States,,bookshelf/processed/adventure-of-the-black-fisherman-by-washington-irving.txt
Wieland's Madness,Charles Brockden Brown,United States,,bookshelf/processed/wieland-s-madness-by-charles-brockden-brown.txt
The Golden Ingot,Fitz James O'Brien,United States,,bookshelf/processed/the-golden-ingot-by-fitz-james-o-brien.txt
My Wife's Tempter,Fitz James O'Brien,United States,,bookshelf/processed/my-wife-s-tempter-by-fitz-james-o-brien.txt
The Minister's Black Veil,Nathaniel Hawthorne,United States,,bookshelf/processed/the-minister-s-black-veil-by-nathaniel-hawthorne.txt
Horror: A True Tale,Anonymous,United States,,bookshelf/processed/horror-a-true-tale-by-anonymous.txt
A Flight into Texas,Arthur Cheney Train,Other,,bookshelf/processed/a-flight-into-texas-by-arthur-cheney-train.txt
Adventures in the Secret Service of the Post-Office Department,Patrick Henry Woodward,Other,,bookshelf/processed/adventures-in-the-secret-service-of-the-post-office-department-by-patrick-henry-woodward.txt
An Erring Shepherd,Patrick Henry Woodward,Other,,bookshelf/processed/an-erring-shepherd-by-patrick-henry-woodward.txt
An Aspirant for Congress,Patrick Henry Woodward,Other,,bookshelf/processed/an-aspirant-for-congress-by-patrick-henry-woodward.txt
The Fortune of Seth Savage,Patrick Henry Woodward,Other,,bookshelf/processed/the-fortune-of-seth-savage-by-patrick-henry-woodward.txt
A Wish Unexpectedly Gratified,Patrick Henry Woodward,Other,,bookshelf/processed/a-wish-unexpectedly-gratified-by-patrick-henry-woodward.txt
An Old Game Revived,Patrick Henry Woodward,Other,,bookshelf/processed/an-old-game-revived-by-patrick-henry-woodward.txt
A Formidable Weapon,Patrick Henry Woodward,Other,,bookshelf/processed/a-formidable-weapon-by-patrick-henry-woodward.txt
Saint-Germain the Deathless,Andrew Lang,Other,,bookshelf/processed/saint-germain-the-deathless-by-andrew-lang.txt
The Man in the Iron Mask,Andrew Lang,Other,,bookshelf/processed/the-man-in-the-iron-mask-by-andrew-lang.txt
A Conjurer's Confessions,Jean Eugene Robert-Houdin,Other,,bookshelf/processed/a-conjurer-s-confessions-by-jean-eugene-robert-houdin.txt
Self-Training,Jean Eugene Robert-Houdin,Other,,bookshelf/processed/self-training-by-jean-eugene-robert-houdin.txt
The Magician Who Became an Ambassador,Jean Eugene Robert-Houdin,Other,,bookshelf/processed/the-magician-who-became-an-ambassador-by-jean-eugene-robert-houdin.txt
Facing the Arab's Pistol,Jean Eugene Robert-Houdin,Other,,bookshelf/processed/facing-the-arab-s-pistol-by-jean-eugene-robert-houdin.txt
Fraudulent Spiritualism Unveiled,David Phelps Abbott,Other,,bookshelf/processed/fraudulent-spiritualism-unveiled-by-david-phelps-abbott.txt
How the Tricks Succeeded,David Phelps Abbott,Other,,bookshelf/processed/how-the-tricks-succeeded-by-david-phelps-abbott.txt
The Name of the Dead,David Phelps Abbott,Other,,bookshelf/processed/the-name-of-the-dead-by-david-phelps-abbott.txt
Mind Reading in Public,David Phelps Abbott,Other,,bookshelf/processed/mind-reading-in-public-by-david-phelps-abbott.txt
Some Famous Exposures,David Phelps Abbott,Other,,bookshelf/processed/some-famous-exposures-by-david-phelps-abbott.txt
"More Tricks of ""Spiritualism""",Hereward Carrington,Other,,bookshelf/processed/more-tricks-of-spiritualism-by-hereward-carrington.txt
How Spirits Materialize,Anonymous,Other,,bookshelf/processed/how-spirits-materialize-by-anonymous.txt
"""SECOND SIGHT""",Jean Eugene Robert-Houdin,Other,,bookshelf/processed/second-sight-by-jean-eugene-robert-houdin.txt
"THE METHODS OF A ""DOCTOR OF THE OCCULT""",David Phelps Abbott,Other,,bookshelf/processed/the-methods-of-a-doctor-of-the-occult-by-david-phelps-abbott.txt
"""MATTER THROUGH MATTER""",Hereward Carrington,Other,,bookshelf/processed/matter-through-matter-by-hereward-carrington.txt
DECEPTION EXPLAINED BY THE SCIENCE OF PSYCHOLOGY,Hereward Carrington,Other,,bookshelf/processed/deception-explained-by-the-science-of-psychology-by-hereward-carrington.txt
A Light Man,Henry James,United States,,bookshelf/processed/a-light-man-by-henry-james.txt
Yatil,F. D. (Francis Davis) Millet,United States,,bookshelf/processed/yatil-by-f-d-francis-davis-millet.txt
The End of New York,Park Benjamin,United States,,bookshelf/processed/the-end-of-new-york-by-park-benjamin.txt
Why Thomas Was Discharged,George Arnold,United States,,bookshelf/processed/why-thomas-was-discharged-by-george-arnold.txt
The Tachypomp,Edward Page Mitchell,United States,,bookshelf/processed/the-tachypomp-by-edward-page-mitchell.txt
Grains of Truth,Bill Nye,United States,,bookshelf/processed/grains-of-truth-by-bill-nye.txt
Chad's Story of the Goose,F. Hopkinson Smith,United States,,bookshelf/processed/chad-s-story-of-the-goose-by-f-hopkinson-smith.txt
Unconscious Humor,J.K. Wetherell,United States,,bookshelf/processed/unconscious-humor-by-j-k-wetherell.txt
Up and Down Old Brandywine,James Whitcomb Riley,United States,,bookshelf/processed/up-and-down-old-brandywine-by-james-whitcomb-riley.txt
Jones,Lloyd Osbourne,United States,,bookshelf/processed/jones-by-lloyd-osbourne.txt
"Bear Story, The",James Whitcomb Riley,United States,,bookshelf/processed/bear-story-the-by-james-whitcomb-riley.txt
Colonel Carter's Story of the Postmaster,F. Hopkinson Smith,United States,,bookshelf/processed/colonel-carter-s-story-of-the-postmaster-by-f-hopkinson-smith.txt
Love Sonnets of an Office Boy,S.E. Kiser,United States,,bookshelf/processed/love-sonnets-of-an-office-boy-by-s-e-kiser.txt
Mr. Dooley on the Game of Football,Finley Peter Dunne,United States,,bookshelf/processed/mr-dooley-on-the-game-of-football-by-finley-peter-dunne.txt
"Fairport Art Museum, The",Octave Thanet,United States,,bookshelf/processed/fairport-art-museum-the-by-octave-thanet.txt
"Ballad of Grizzly Gulch, The",Wallace Irwin,United States,,bookshelf/processed/ballad-of-grizzly-gulch-the-by-wallace-irwin.txt
My Philosofy,James Whitcomb Riley,United States,,bookshelf/processed/my-philosofy-by-james-whitcomb-riley.txt
"Society Upon the Stanislaus, The",Bret Harte,United States,,bookshelf/processed/society-upon-the-stanislaus-the-by-bret-harte.txt
Lost Chords,Eugene Field,United States,,bookshelf/processed/lost-chords-by-eugene-field.txt
Thoughts fer the Discuraged Farmer,James Whitcomb Riley,United States,,bookshelf/processed/thoughts-fer-the-discuraged-farmer-by-james-whitcomb-riley.txt
"Modern Farmer, The",Jack Appleton,United States,,bookshelf/processed/modern-farmer-the-by-jack-appleton.txt
"Apostasy of William Dodge, The",Stanley Waterloo,United States,,bookshelf/processed/apostasy-of-william-dodge-the-by-stanley-waterloo.txt
So Wags the World,Anne Warner,United States,,bookshelf/processed/so-wags-the-world-by-anne-warner.txt
"Paintermine, The",Kenyon Cox,United States,,bookshelf/processed/paintermine-the-by-kenyon-cox.txt
"Advertiser, The",Eugene Field,United States,,bookshelf/processed/advertiser-the-by-eugene-field.txt
"Famous Mulligan Ball, The",Frank L. Stanton,United States,,bookshelf/processed/famous-mulligan-ball-the-by-frank-l-stanton.txt
"Genial Idiot Discusses the Music Cure, The",John Kendrick Bangs,United States,,bookshelf/processed/genial-idiot-discusses-the-music-cure-the-by-john-kendrick-bangs.txt
"Octopussycat, The",Kenyon Cox,United States,,bookshelf/processed/octopussycat-the-by-kenyon-cox.txt
"Book-Canvasser, The",Anonymous,United States,,bookshelf/processed/book-canvasser-the-by-anonymous.txt
Her Valentine,Richard Hovey,United States,,bookshelf/processed/her-valentine-by-richard-hovey.txt
"Welsh Rabbittern, The",Kenyon Cox,United States,,bookshelf/processed/welsh-rabbittern-the-by-kenyon-cox.txt
Comic Miseries,John G. Saxe,United States,,bookshelf/processed/comic-miseries-by-john-g-saxe.txt
"Merchant and the Book-Agent, The",Anonymous,United States,,bookshelf/processed/merchant-and-the-book-agent-the-by-anonymous.txt
"Coquette, The",John G. Saxe,United States,,bookshelf/processed/coquette-the-by-john-g-saxe.txt
"Spring Feeling, A",Bliss Carman,United States,,bookshelf/processed/spring-feeling-a-by-bliss-carman.txt
Wasted Opportunities,Roy Farrell Greene,United States,,bookshelf/processed/wasted-opportunities-by-roy-farrell-greene.txt
"Weddin', The",Jennie Betts Hartswick,United States,,bookshelf/processed/weddin-the-by-jennie-betts-hartswick.txt
"Thompson Street Poker Club, The",Henry Guy Carleton,United States,,bookshelf/processed/thompson-street-poker-club-the-by-henry-guy-carleton.txt
"Bumblebeaver, The",Kenyon Cox,United States,,bookshelf/processed/bumblebeaver-the-by-kenyon-cox.txt
After the Funeral,James M. Bailey,United States,,bookshelf/processed/after-the-funeral-by-james-m-bailey.txt
Casey at the Bat,Ernest Lawrence Thayer,United States,,bookshelf/processed/casey-at-the-bat-by-ernest-lawrence-thayer.txt
"Martyrdom of Mr. Stevens, The",Herbert Quick,United States,,bookshelf/processed/martyrdom-of-mr-stevens-the-by-herbert-quick.txt
"Wild Boarder, The",Kenyon Cox,United States,,bookshelf/processed/wild-boarder-the-by-kenyon-cox.txt
De Gradual Commence,Wallace Bruce Amsbary,United States,,bookshelf/processed/de-gradual-commence-by-wallace-bruce-amsbary.txt
Abou Ben Butler,John Paul,United States,,bookshelf/processed/abou-ben-butler-by-john-paul.txt
Latter-Day Warnings,Oliver Wendell Holmes,United States,,bookshelf/processed/latter-day-warnings-by-oliver-wendell-holmes.txt
It Pays to be Happy,Tom Masson,United States,,bookshelf/processed/it-pays-to-be-happy-by-tom-masson.txt
James and Reginald,Eugene Field,United States,,bookshelf/processed/james-and-reginald-by-eugene-field.txt
Banty Tim,John Hay,United States,,bookshelf/processed/banty-tim-by-john-hay.txt
Evening,Oliver Wendell Holmes,United States,,bookshelf/processed/evening-by-oliver-wendell-holmes.txt
"Old Settler, The",Ed. Mott,United States,,bookshelf/processed/old-settler-the-by-ed-mott.txt
Verre Definite,Wallace Bruce Amsbary,United States,,bookshelf/processed/verre-definite-by-wallace-bruce-amsbary.txt
"Talking Horse, The",John T. McIntyre,United States,,bookshelf/processed/talking-horse-the-by-john-t-mcintyre.txt
"Owl-Critic, The",James T. Fields,United States,,bookshelf/processed/owl-critic-the-by-james-t-fields.txt
"Mosquito, The",William Cullen Bryant,United States,,bookshelf/processed/mosquito-the-by-william-cullen-bryant.txt
"""Tiddle-iddle-iddle-iddle-bum! bum!""",Wilbur D. Nesbit,United States,,bookshelf/processed/tiddle-iddle-iddle-iddle-bum-bum-by-wilbur-d-nesbit.txt
My First Cigar,Robert J. Burdette,United States,,bookshelf/processed/my-first-cigar-by-robert-j-burdette.txt
Shonny Schwartz,Charles Follen Adams,United States,,bookshelf/processed/shonny-schwartz-by-charles-follen-adams.txt
"Bully Boat and a Brag Captain, A",Sol Smith,United States,,bookshelf/processed/bully-boat-and-a-brag-captain-a-by-sol-smith.txt
Mumu,Ivan Sergeevich Turgenev,Russia & Scandinavia,,bookshelf/processed/mumu-by-ivan-sergeevich-turgenev.txt
The Shot,Aleksandr Sergeevich Pushkin,Russia & Scandinavia,,bookshelf/processed/the-shot-by-aleksandr-sergeevich-pushkin.txt
St. John's Eve,Nikolai Vasilievich Gogol,Russia & Scandinavia,,bookshelf/processed/st-john-s-eve-by-nikolai-vasilievich-gogol.txt
An Old Acquaintance,Leo Nikoleyevich Tolstoy,Russia & Scandinavia,,bookshelf/processed/an-old-acquaintance-by-leo-nikoleyevich-tolstoy.txt
The General's Will,Vera Petrovna Zhelikhovskaia,Russia & Scandinavia,,bookshelf/processed/the-general-s-will-by-vera-petrovna-zhelikhovskaia.txt
Crime and Punishment,Fyodor Dostoyevsky,Russia & Scandinavia,,bookshelf/processed/crime-and-punishment-by-fyodor-dostoyevsky.txt
The Safety Match,Anton Pavlovich Chekhov,Russia & Scandinavia,,bookshelf/processed/the-safety-match-by-anton-pavlovich-chekhov.txt
Knights of Industry,Vsevolod Vladimirovich Krestovskii,Russia & Scandinavia,,bookshelf/processed/knights-of-industry-by-vsevolod-vladimirovich-krestovskii.txt
The Amputated Arms,Vilhelm Bergsøe,Russia & Scandinavia,,bookshelf/processed/the-amputated-arms-by-vilhelm-bergsoe.txt
The Manuscript,Otto Larssen,Russia & Scandinavia,,bookshelf/processed/the-manuscript-by-otto-larssen.txt
The Sealed Room,Bernhard Severin Ingemann,Russia & Scandinavia,,bookshelf/processed/the-sealed-room-by-bernhard-severin-ingemann.txt
The Rector of Veilbye,Steen Steensen Blicher,Russia & Scandinavia,,bookshelf/processed/the-rector-of-veilbye-by-steen-steensen-blicher.txt
The Living Death,Ferenc Molnár,Russia & Scandinavia,,bookshelf/processed/the-living-death-by-ferenc-molnar.txt
Thirteen at Table,Mór Jókai,Russia & Scandinavia,,bookshelf/processed/thirteen-at-table-by-mor-jokai.txt
The Dancing Bear,Etienne Barsony,Russia & Scandinavia,,bookshelf/processed/the-dancing-bear-by-etienne-barsony.txt
The Tower Room,Arthur Elck,Russia & Scandinavia,,bookshelf/processed/the-tower-room-by-arthur-elck.txt
Our New Neighbors at Ponkapog,Thomas Bailey Aldrich,United States,,bookshelf/processed/our-new-neighbors-at-ponkapog-by-thomas-bailey-aldrich.txt
My First Visit to Portland,Major Jack Downing,United States,,bookshelf/processed/my-first-visit-to-portland-by-major-jack-downing.txt
Wild Animals I Have Met,Carolyn Wells,United States,,bookshelf/processed/wild-animals-i-have-met-by-carolyn-wells.txt
"Ballade of the ""How To"" Books, A",John James Davies,United States,,bookshelf/processed/ballade-of-the-how-to-books-a-by-john-james-davies.txt
"Tree-Toad, The",James Whitcomb Riley,United States,,bookshelf/processed/tree-toad-the-by-james-whitcomb-riley.txt
"Hired Hand and ""Ha'nts,"" The",E.O. Laughlin,United States,,bookshelf/processed/hired-hand-and-ha-nts-the-by-e-o-laughlin.txt
Maxioms,Carolyn Wells,United States,,bookshelf/processed/maxioms-by-carolyn-wells.txt
Garden Ethics,Charles Dudley Warner,United States,,bookshelf/processed/garden-ethics-by-charles-dudley-warner.txt
"Traveled Donkey, A",Bert Leston Taylor,United States,,bookshelf/processed/traveled-donkey-a-by-bert-leston-taylor.txt
Selecting the Faculty,Bayard Rust Hall,United States,,bookshelf/processed/selecting-the-faculty-by-bayard-rust-hall.txt
Little Orphant Annie,James Whitcomb Riley,United States,,bookshelf/processed/little-orphant-annie-by-james-whitcomb-riley.txt
Hans Breitmann's Party,Charles Godfrey Leland,United States,,bookshelf/processed/hans-breitmann-s-party-by-charles-godfrey-leland.txt
Rollo Learning to Read,Robert J. Burdette,United States,,bookshelf/processed/rollo-learning-to-read-by-robert-j-burdette.txt
Elizabeth Eliza Writes a Paper,Lucretia P. Hale,United States,,bookshelf/processed/elizabeth-eliza-writes-a-paper-by-lucretia-p-hale.txt
Mr. Stiver's Horse,James Montgomery Bailey,United States,,bookshelf/processed/mr-stiver-s-horse-by-james-montgomery-bailey.txt
"Crimson Cord, The",Ellis Parker Butler,United States,,bookshelf/processed/crimson-cord-the-by-ellis-parker-butler.txt
"Rhyme of the Chivalrous Shark, The",Wallace Irwin,United States,,bookshelf/processed/rhyme-of-the-chivalrous-shark-the-by-wallace-irwin.txt
"Plaint of Jonah, The",Robert J. Burdette,United States,,bookshelf/processed/plaint-of-jonah-the-by-robert-j-burdette.txt
"Dos't o' Blues, A",James Whitcomb Riley,United States,,bookshelf/processed/dos-t-o-blues-a-by-james-whitcomb-riley.txt
Morris and the Honorable Tim,Myra Kelly,United States,,bookshelf/processed/morris-and-the-honorable-tim-by-myra-kelly.txt
"Genial Idiot Suggests a Comic Opera, The",John Kendrick Bangs,United States,,bookshelf/processed/genial-idiot-suggests-a-comic-opera-the-by-john-kendrick-bangs.txt
Wamsley's Automatic Pastor,Frank Crane,United States,,bookshelf/processed/wamsley-s-automatic-pastor-by-frank-crane.txt
"Bohemians of Boston, The",Gelett Burgess,United States,,bookshelf/processed/bohemians-of-boston-the-by-gelett-burgess.txt
"Letter from Home, A",Wallace Irwin,United States,,bookshelf/processed/letter-from-home-a-by-wallace-irwin.txt
"Courtin', The",James Russell Lowell,United States,,bookshelf/processed/courtin-the-by-james-russell-lowell.txt
"Tower of London, The",Artemus Ward,United States,,bookshelf/processed/tower-of-london-the-by-artemus-ward.txt
Dislikes,Oliver Wendell Holmes,United States,,bookshelf/processed/dislikes-by-oliver-wendell-holmes.txt
Uncle Simon and Uncle Jim,Artemus Ward,United States,,bookshelf/processed/uncle-simon-and-uncle-jim-by-artemus-ward.txt
"Little Mock-Man, The",James Whitcomb Riley,United States,,bookshelf/processed/little-mock-man-the-by-james-whitcomb-riley.txt
Mammy's Lullaby,Strickland W. Gillilan,United States,,bookshelf/processed/mammy-s-lullaby-by-strickland-w-gillilan.txt
My Sweetheart,Samuel Minturn Peck,United States,,bookshelf/processed/my-sweetheart-by-samuel-minturn-peck.txt
"Auto Rubaiyat, The",Reginald Wright Kauffman,United States,,bookshelf/processed/auto-rubaiyat-the-by-reginald-wright-kauffman.txt
"Two Ladies, The",Carolyn Wells,United States,,bookshelf/processed/two-ladies-the-by-carolyn-wells.txt
"Diamond Wedding, The",Edmund Clarence Stedman,United States,,bookshelf/processed/diamond-wedding-the-by-edmund-clarence-stedman.txt
"Arkansas Planter, An",Opie Read,United States,,bookshelf/processed/arkansas-planter-an-by-opie-read.txt
"Two Young Men, The",Carolyn Wells,United States,,bookshelf/processed/two-young-men-the-by-carolyn-wells.txt
"Two Housewives, The",Carolyn Wells,United States,,bookshelf/processed/two-housewives-the-by-carolyn-wells.txt
In Philistia,Bliss Carman,United States,,bookshelf/processed/in-philistia-by-bliss-carman.txt
"Dying Gag, The",James L. Ford,United States,,bookshelf/processed/dying-gag-the-by-james-l-ford.txt
In Elizabeth's Day,Wallace Rice,United States,,bookshelf/processed/in-elizabeth-s-day-by-wallace-rice.txt
"Two Automobilists, The",Carolyn Wells,United States,,bookshelf/processed/two-automobilists-the-by-carolyn-wells.txt
"New Version, The",W.J. Lampton,United States,,bookshelf/processed/new-version-the-by-w-j-lampton.txt
Southern Sketches,Bill Arp,United States,,bookshelf/processed/southern-sketches-by-bill-arp.txt
"Two Business Men, The",Carolyn Wells,United States,,bookshelf/processed/two-business-men-the-by-carolyn-wells.txt
"Two New Houses, The",Carolyn Wells,United States,,bookshelf/processed/two-new-houses-the-by-carolyn-wells.txt
Fascination,John B. Tabb,United States,,bookshelf/processed/fascination-by-john-b-tabb.txt
Yes?,John Boyle O'Reilly,United States,,bookshelf/processed/yes-by-john-boyle-o-reilly.txt
Barney McGee,Richard Hovey,United States,,bookshelf/processed/barney-mcgee-by-richard-hovey.txt
"Old Deacon's Version of the Story of the Rich Man and Lazarus, The",Frank L. Stanton,United States,,bookshelf/processed/old-deacon-s-version-of-the-story-of-the-rich-man-and-lazarus-the-by-frank-l-stanton.txt
"Two Suitors, The",Carolyn Wells,United States,,bookshelf/processed/two-suitors-the-by-carolyn-wells.txt
"Recruit, The",Robert W. Chambers,United States,,bookshelf/processed/recruit-the-by-robert-w-chambers.txt
"Beecher Beached, The",John B. Tabb,United States,,bookshelf/processed/beecher-beached-the-by-john-b-tabb.txt
Our Best Society,George William Curtis,United States,,bookshelf/processed/our-best-society-by-george-william-curtis.txt
"Two Farmers, The",Carolyn Wells,United States,,bookshelf/processed/two-farmers-the-by-carolyn-wells.txt
Samuel Brown,Phœbe Cary,United States,,bookshelf/processed/samuel-brown-by-phoebe-cary.txt
"Way it Wuz, The",James Whitcomb Riley,United States,,bookshelf/processed/way-it-wuz-the-by-james-whitcomb-riley.txt
She Talked,Sam Walter Foss,United States,,bookshelf/processed/she-talked-by-sam-walter-foss.txt
Grandma Keeler Gets Grandpa Ready for Sunday-School,Sarah P. McLean Greene,United States,,bookshelf/processed/grandma-keeler-gets-grandpa-ready-for-sunday-school-by-sarah-p-mclean-greene.txt
Vive La Bagatelle,Gelett Burgess,United States,,bookshelf/processed/vive-la-bagatelle-by-gelett-burgess.txt
"Two Brothers, The",Carolyn Wells,United States,,bookshelf/processed/two-brothers-the-by-carolyn-wells.txt
"Letter, A",Petroleum V. Nasby,United States,,bookshelf/processed/letter-a-by-petroleum-v-nasby.txt
Familiar Authors at Work,Hayden Carruth,United States,,bookshelf/processed/familiar-authors-at-work-by-hayden-carruth.txt
"Lost Word, The",John Paul,United States,,bookshelf/processed/lost-word-the-by-john-paul.txt
"Dutchman Who Had the ""Small Pox,"" The",Henry P. Leland,United States,,bookshelf/processed/dutchman-who-had-the-small-pox-the-by-henry-p-leland.txt
Walk,William Devere,United States,,bookshelf/processed/walk-by-william-devere.txt
Mr. Dooley on Gold-Seeking,Finley Peter Dunne,United States,,bookshelf/processed/mr-dooley-on-gold-seeking-by-finley-peter-dunne.txt
Love Sonnets of a Hoodlum,Wallace Irwin,United States,,bookshelf/processed/love-sonnets-of-a-hoodlum-by-wallace-irwin.txt
"How ""Ruby"" Played",George W. Bagby,United States,,bookshelf/processed/how-ruby-played-by-george-w-bagby.txt
Plagiarism,John B. Tabb,United States,,bookshelf/processed/plagiarism-by-john-b-tabb.txt
"Go Lightly, Gal (The Cake Walk)",Anne Virginia Culbertson,United States,,bookshelf/processed/go-lightly-gal-the-cake-walk-by-anne-virginia-culbertson.txt
"Golfer's Rubaiyat, The",H.W. Boynton,United States,,bookshelf/processed/golfer-s-rubaiyat-the-by-h-w-boynton.txt
Mr. Dooley on Reform Candidates,Finley Peter Dunne,United States,,bookshelf/processed/mr-dooley-on-reform-candidates-by-finley-peter-dunne.txt
"Evening Musicale, An",May Isabel Fisk,United States,,bookshelf/processed/evening-musicale-an-by-may-isabel-fisk.txt
Comin' Thu,Anne Virginia Culbertson,United States,,bookshelf/processed/comin-thu-by-anne-virginia-culbertson.txt
Aunt Dinah's Kitchen,Harriet Beecher Stowe,United States,,bookshelf/processed/aunt-dinah-s-kitchen-by-harriet-beecher-stowe.txt
"Strike at Hinman's, The",Robert J. Burdette,United States,,bookshelf/processed/strike-at-hinman-s-the-by-robert-j-burdette.txt
"Nautical Ballad, A",Charles E. Carryl,United States,,bookshelf/processed/nautical-ballad-a-by-charles-e-carryl.txt
Natural Perversities,James Whitcomb Riley,United States,,bookshelf/processed/natural-perversities-by-james-whitcomb-riley.txt
Budd Wilkins at the Show,S.E. Kiser,United States,,bookshelf/processed/budd-wilkins-at-the-show-by-s-e-kiser.txt
Ballad,Charles Godfrey Leland,United States,,bookshelf/processed/ballad-by-charles-godfrey-leland.txt
"Hoosier and the Salt Pile, The",Danforth Marble,United States,,bookshelf/processed/hoosier-and-the-salt-pile-the-by-danforth-marble.txt
"Rival Entertainment, A",Kate Field,United States,,bookshelf/processed/rival-entertainment-a-by-kate-field.txt
Yawcob Strauss,Charles Follen Adams,United States,,bookshelf/processed/yawcob-strauss-by-charles-follen-adams.txt
Seffy and Sally,John Luther Long,United States,,bookshelf/processed/seffy-and-sally-by-john-luther-long.txt
"Archæological Congress, An",Robert J. Burdette,United States,,bookshelf/processed/archaeological-congress-an-by-robert-j-burdette.txt
"Boy's View of It, A",Frank L. Stanton,United States,,bookshelf/processed/boy-s-view-of-it-a-by-frank-l-stanton.txt
"""Ringworm Frank""",James Whitcomb Riley,United States,,bookshelf/processed/ringworm-frank-by-james-whitcomb-riley.txt
The Story of Audunn and The Bear,Anonymous,Russia & Scandinavia,,bookshelf/processed/the-story-of-audunn-and-the-bear-by-anonymous.txt
A Dry Spell,Einar H. Kvaran,Russia & Scandinavia,,bookshelf/processed/a-dry-spell-by-einar-h-kvaran.txt
